frame,timestamp
0,2014-09-08T04:00:00.033Z
1,2014-09-08T04:00:00.066Z
2,2014-09-08T04:00:00.099Z
3,2014-09-08T04:00:00.132Z
4,2014-09-08T04:00:00.165Z
5,2014-09-08T04:00:00.198Z
6,2014-09-08T04:00:00.231Z
7,2014-09-08T04:00:00.264Z
8,2014-09-08T04:00:00.297Z
9,2014-09-08T04:00:00.330Z
10,2014-09-08T04:00:00.363Z
11,2014-09-08T04:00:00.396Z
12,2014-09-08T04:00:00.429Z
13,2014-09-08T04:00:00.462Z
14,2014-09-08T04:00:00.495Z
15,2014-09-08T04:00:00.528Z
16,2014-09-08T04:00:00.561Z
17,2014-09-08T04:00:00.594Z
18,2014-09-08T04:00:00.627Z
19,2014-09-08T04:00:00.660Z
20,2014-09-08T04:00:00.693Z
21,2014-09-08T04:00:00.726Z
22,2014-09-08T04:00:00.759Z
23,2014-09-08T04:00:00.792Z
24,2014-09-08T04:00:00.825Z
25,2014-09-08T04:00:00.858Z
26,2014-09-08T04:00:00.891Z
27,2014-09-08T04:00:00.924Z
28,2014-09-08T04:00:00.957Z
29,2014-09-08T04:00:00.990Z
30,2014-09-08T04:00:01.023Z
31,2014-09-08T04:00:01.056Z
32,2014-09-08T04:00:01.089Z
33,2014-09-08T04:00:01.122Z
34,2014-09-08T04:00:01.155Z
35,2014-09-08T04:00:01.188Z
36,2014-09-08T04:00:01.221Z
37,2014-09-08T04:00:01.254Z
38,2014-09-08T04:00:01.287Z
39,2014-09-08T04:00:01.320Z
40,2014-09-08T04:00:01.353Z
41,2014-09-08T04:00:01.386Z
42,2014-09-08T04:00:01.419Z
43,2014-09-08T04:00:01.452Z
44,2014-09-08T04:00:01.485Z
45,2014-09-08T04:00:01.518Z
46,2014-09-08T04:00:01.551Z
47,2014-09-08T04:00:01.584Z
48,2014-09-08T04:00:01.617Z
49,2014-09-08T04:00:01.650Z
50,2014-09-08T04:00:01.683Z
51,2014-09-08T04:00:01.716Z
52,2014-09-08T04:00:01.749Z
53,2014-09-08T04:00:01.782Z
54,2014-09-08T04:00:01.815Z
55,2014-09-08T04:00:01.848Z
56,2014-09-08T04:00:01.881Z
57,2014-09-08T04:00:01.914Z
58,2014-09-08T04:00:01.947Z
59,2014-09-08T04:00:01.980Z
60,2014-09-08T04:00:02.013Z
61,2014-09-08T04:00:02.046Z
62,2014-09-08T04:00:02.079Z
63,2014-09-08T04:00:02.112Z
64,2014-09-08T04:00:02.145Z
65,2014-09-08T04:00:02.178Z
66,2014-09-08T04:00:02.211Z
67,2014-09-08T04:00:02.244Z
68,2014-09-08T04:00:02.277Z
69,2014-09-08T04:00:02.310Z
70,2014-09-08T04:00:02.343Z
71,2014-09-08T04:00:02.376Z
72,2014-09-08T04:00:02.409Z
73,2014-09-08T04:00:02.442Z
74,2014-09-08T04:00:02.475Z
75,2014-09-08T04:00:02.508Z
76,2014-09-08T04:00:02.541Z
77,2014-09-08T04:00:02.574Z
78,2014-09-08T04:00:02.607Z
79,2014-09-08T04:00:02.640Z
80,2014-09-08T04:00:02.673Z
81,2014-09-08T04:00:02.706Z
82,2014-09-08T04:00:02.739Z
83,2014-09-08T04:00:02.772Z
84,2014-09-08T04:00:02.805Z
85,2014-09-08T04:00:02.838Z
86,2014-09-08T04:00:02.871Z
87,2014-09-08T04:00:02.904Z
88,2014-09-08T04:00:02.937Z
89,2014-09-08T04:00:02.970Z
90,2014-09-08T04:00:03.003Z
91,2014-09-08T04:00:03.036Z
92,2014-09-08T04:00:03.069Z
93,2014-09-08T04:00:03.102Z
94,2014-09-08T04:00:03.135Z
95,2014-09-08T04:00:03.168Z
96,2014-09-08T04:00:03.201Z
97,2014-09-08T04:00:03.234Z
98,2014-09-08T04:00:03.267Z
99,2014-09-08T04:00:03.300Z
100,2014-09-08T04:00:03.333Z
101,2014-09-08T04:00:03.366Z
102,2014-09-08T04:00:03.399Z
103,2014-09-08T04:00:03.432Z
104,2014-09-08T04:00:03.465Z
105,2014-09-08T04:00:03.498Z
106,2014-09-08T04:00:03.531Z
107,2014-09-08T04:00:03.564Z
108,2014-09-08T04:00:03.597Z
109,2014-09-08T04:00:03.630Z
110,2014-09-08T04:00:03.663Z
111,2014-09-08T04:00:03.696Z
112,2014-09-08T04:00:03.729Z
113,2014-09-08T04:00:03.762Z
114,2014-09-08T04:00:03.795Z
115,2014-09-08T04:00:03.828Z
116,2014-09-08T04:00:03.861Z
117,2014-09-08T04:00:03.894Z
118,2014-09-08T04:00:03.927Z
119,2014-09-08T04:00:03.960Z
120,2014-09-08T04:00:03.993Z
121,2014-09-08T04:00:04.026Z
122,2014-09-08T04:00:04.059Z
123,2014-09-08T04:00:04.092Z
124,2014-09-08T04:00:04.125Z
125,2014-09-08T04:00:04.158Z
126,2014-09-08T04:00:04.191Z
127,2014-09-08T04:00:04.224Z
128,2014-09-08T04:00:04.257Z
129,2014-09-08T04:00:04.290Z
130,2014-09-08T04:00:04.323Z
131,2014-09-08T04:00:04.356Z
132,2014-09-08T04:00:04.389Z
133,2014-09-08T04:00:04.422Z
134,2014-09-08T04:00:04.455Z
135,2014-09-08T04:00:04.488Z
136,2014-09-08T04:00:04.521Z
137,2014-09-08T04:00:04.554Z
138,2014-09-08T04:00:04.587Z
139,2014-09-08T04:00:04.620Z
140,2014-09-08T04:00:04.653Z
141,2014-09-08T04:00:04.686Z
142,2014-09-08T04:00:04.719Z
143,2014-09-08T04:00:04.752Z
144,2014-09-08T04:00:04.785Z
145,2014-09-08T04:00:04.818Z
146,2014-09-08T04:00:04.851Z
147,2014-09-08T04:00:04.884Z
148,2014-09-08T04:00:04.917Z
149,2014-09-08T04:00:04.950Z
150,2014-09-08T04:00:04.983Z
151,2014-09-08T04:00:05.016Z
152,2014-09-08T04:00:05.049Z
153,2014-09-08T04:00:05.082Z
154,2014-09-08T04:00:05.115Z
155,2014-09-08T04:00:05.148Z
156,2014-09-08T04:00:05.181Z
157,2014-09-08T04:00:05.214Z
158,2014-09-08T04:00:05.247Z
159,2014-09-08T04:00:05.280Z
160,2014-09-08T04:00:05.313Z
161,2014-09-08T04:00:05.346Z
162,2014-09-08T04:00:05.379Z
163,2014-09-08T04:00:05.412Z
164,2014-09-08T04:00:05.445Z
165,2014-09-08T04:00:05.478Z
166,2014-09-08T04:00:05.511Z
167,2014-09-08T04:00:05.544Z
168,2014-09-08T04:00:05.577Z
169,2014-09-08T04:00:05.610Z
170,2014-09-08T04:00:05.643Z
171,2014-09-08T04:00:05.676Z
172,2014-09-08T04:00:05.709Z
173,2014-09-08T04:00:05.742Z
174,2014-09-08T04:00:05.775Z
175,2014-09-08T04:00:05.808Z
176,2014-09-08T04:00:05.841Z
177,2014-09-08T04:00:05.874Z
178,2014-09-08T04:00:05.907Z
179,2014-09-08T04:00:05.940Z
180,2014-09-08T04:00:05.973Z
181,2014-09-08T04:00:06.006Z
182,2014-09-08T04:00:06.039Z
183,2014-09-08T04:00:06.072Z
184,2014-09-08T04:00:06.105Z
185,2014-09-08T04:00:06.138Z
186,2014-09-08T04:00:06.171Z
187,2014-09-08T04:00:06.204Z
188,2014-09-08T04:00:06.237Z
189,2014-09-08T04:00:06.270Z
190,2014-09-08T04:00:06.303Z
191,2014-09-08T04:00:06.336Z
192,2014-09-08T04:00:06.369Z
193,2014-09-08T04:00:06.402Z
194,2014-09-08T04:00:06.435Z
195,2014-09-08T04:00:06.468Z
196,2014-09-08T04:00:06.501Z
197,2014-09-08T04:00:06.534Z
198,2014-09-08T04:00:06.567Z
199,2014-09-08T04:00:06.600Z
200,2014-09-08T04:00:06.633Z
201,2014-09-08T04:00:06.666Z
202,2014-09-08T04:00:06.699Z
203,2014-09-08T04:00:06.732Z
204,2014-09-08T04:00:06.765Z
205,2014-09-08T04:00:06.798Z
206,2014-09-08T04:00:06.831Z
207,2014-09-08T04:00:06.864Z
208,2014-09-08T04:00:06.897Z
209,2014-09-08T04:00:06.930Z
210,2014-09-08T04:00:06.963Z
211,2014-09-08T04:00:06.996Z
212,2014-09-08T04:00:07.029Z
213,2014-09-08T04:00:07.062Z
214,2014-09-08T04:00:07.095Z
215,2014-09-08T04:00:07.128Z
216,2014-09-08T04:00:07.161Z
217,2014-09-08T04:00:07.194Z
218,2014-09-08T04:00:07.227Z
219,2014-09-08T04:00:07.260Z
220,2014-09-08T04:00:07.293Z
221,2014-09-08T04:00:07.326Z
222,2014-09-08T04:00:07.359Z
223,2014-09-08T04:00:07.392Z
224,2014-09-08T04:00:07.425Z
225,2014-09-08T04:00:07.458Z
226,2014-09-08T04:00:07.491Z
227,2014-09-08T04:00:07.524Z
228,2014-09-08T04:00:07.557Z
229,2014-09-08T04:00:07.590Z
230,2014-09-08T04:00:07.623Z
231,2014-09-08T04:00:07.656Z
232,2014-09-08T04:00:07.689Z
233,2014-09-08T04:00:07.722Z
234,2014-09-08T04:00:07.755Z
235,2014-09-08T04:00:07.788Z
236,2014-09-08T04:00:07.821Z
237,2014-09-08T04:00:07.854Z
238,2014-09-08T04:00:07.887Z
239,2014-09-08T04:00:07.920Z
240,2014-09-08T04:00:07.953Z
241,2014-09-08T04:00:07.986Z
242,2014-09-08T04:00:08.019Z
243,2014-09-08T04:00:08.052Z
244,2014-09-08T04:00:08.085Z
245,2014-09-08T04:00:08.118Z
246,2014-09-08T04:00:08.151Z
247,2014-09-08T04:00:08.184Z
248,2014-09-08T04:00:08.217Z
249,2014-09-08T04:00:08.250Z
250,2014-09-08T04:00:08.283Z
251,2014-09-08T04:00:08.316Z
252,2014-09-08T04:00:08.349Z
253,2014-09-08T04:00:08.382Z
254,2014-09-08T04:00:08.415Z
255,2014-09-08T04:00:08.448Z
256,2014-09-08T04:00:08.481Z
257,2014-09-08T04:00:08.514Z
258,2014-09-08T04:00:08.547Z
259,2014-09-08T04:00:08.580Z
260,2014-09-08T04:00:08.613Z
261,2014-09-08T04:00:08.646Z
262,2014-09-08T04:00:08.679Z
263,2014-09-08T04:00:08.712Z
264,2014-09-08T04:00:08.745Z
265,2014-09-08T04:00:08.778Z
266,2014-09-08T04:00:08.811Z
267,2014-09-08T04:00:08.844Z
268,2014-09-08T04:00:08.877Z
269,2014-09-08T04:00:08.910Z
270,2014-09-08T04:00:08.943Z
271,2014-09-08T04:00:08.976Z
272,2014-09-08T04:00:09.009Z
273,2014-09-08T04:00:09.042Z
274,2014-09-08T04:00:09.075Z
275,2014-09-08T04:00:09.108Z
276,2014-09-08T04:00:09.141Z
277,2014-09-08T04:00:09.174Z
278,2014-09-08T04:00:09.207Z
279,2014-09-08T04:00:09.240Z
280,2014-09-08T04:00:09.273Z
281,2014-09-08T04:00:09.306Z
282,2014-09-08T04:00:09.339Z
283,2014-09-08T04:00:09.372Z
284,2014-09-08T04:00:09.405Z
285,2014-09-08T04:00:09.438Z
286,2014-09-08T04:00:09.471Z
287,2014-09-08T04:00:09.504Z
288,2014-09-08T04:00:09.537Z
289,2014-09-08T04:00:09.570Z
290,2014-09-08T04:00:09.603Z
291,2014-09-08T04:00:09.636Z
292,2014-09-08T04:00:09.669Z
293,2014-09-08T04:00:09.702Z
294,2014-09-08T04:00:09.735Z
295,2014-09-08T04:00:09.768Z
296,2014-09-08T04:00:09.801Z
297,2014-09-08T04:00:09.834Z
298,2014-09-08T04:00:09.867Z
299,2014-09-08T04:00:09.900Z
300,2014-09-08T04:00:09.933Z
301,2014-09-08T04:00:09.966Z
302,2014-09-08T04:00:09.999Z
303,2014-09-08T04:00:10.032Z
304,2014-09-08T04:00:10.065Z
305,2014-09-08T04:00:10.098Z
306,2014-09-08T04:00:10.131Z
307,2014-09-08T04:00:10.164Z
308,2014-09-08T04:00:10.197Z
309,2014-09-08T04:00:10.230Z
310,2014-09-08T04:00:10.263Z
311,2014-09-08T04:00:10.296Z
312,2014-09-08T04:00:10.329Z
313,2014-09-08T04:00:10.362Z
314,2014-09-08T04:00:10.395Z
315,2014-09-08T04:00:10.428Z
316,2014-09-08T04:00:10.461Z
317,2014-09-08T04:00:10.494Z
318,2014-09-08T04:00:10.527Z
319,2014-09-08T04:00:10.560Z
320,2014-09-08T04:00:10.593Z
321,2014-09-08T04:00:10.626Z
322,2014-09-08T04:00:10.659Z
323,2014-09-08T04:00:10.692Z
324,2014-09-08T04:00:10.725Z
325,2014-09-08T04:00:10.758Z
326,2014-09-08T04:00:10.791Z
327,2014-09-08T04:00:10.824Z
328,2014-09-08T04:00:10.857Z
329,2014-09-08T04:00:10.890Z
330,2014-09-08T04:00:10.923Z
331,2014-09-08T04:00:10.956Z
332,2014-09-08T04:00:10.989Z
333,2014-09-08T04:00:11.022Z
334,2014-09-08T04:00:11.055Z
335,2014-09-08T04:00:11.088Z
336,2014-09-08T04:00:11.121Z
337,2014-09-08T04:00:11.154Z
338,2014-09-08T04:00:11.187Z
339,2014-09-08T04:00:11.220Z
340,2014-09-08T04:00:11.253Z
341,2014-09-08T04:00:11.286Z
342,2014-09-08T04:00:11.319Z
343,2014-09-08T04:00:11.352Z
344,2014-09-08T04:00:11.385Z
345,2014-09-08T04:00:11.418Z
346,2014-09-08T04:00:11.451Z
347,2014-09-08T04:00:11.484Z
348,2014-09-08T04:00:11.517Z
349,2014-09-08T04:00:11.550Z
350,2014-09-08T04:00:11.583Z
351,2014-09-08T04:00:11.616Z
352,2014-09-08T04:00:11.649Z
353,2014-09-08T04:00:11.682Z
354,2014-09-08T04:00:11.715Z
355,2014-09-08T04:00:11.748Z
356,2014-09-08T04:00:11.781Z
357,2014-09-08T04:00:11.814Z
358,2014-09-08T04:00:11.847Z
359,2014-09-08T04:00:11.880Z
360,2014-09-08T04:00:11.913Z
361,2014-09-08T04:00:11.946Z
362,2014-09-08T04:00:11.979Z
363,2014-09-08T04:00:12.012Z
364,2014-09-08T04:00:12.045Z
365,2014-09-08T04:00:12.078Z
366,2014-09-08T04:00:12.111Z
367,2014-09-08T04:00:12.144Z
368,2014-09-08T04:00:12.177Z
369,2014-09-08T04:00:12.210Z
370,2014-09-08T04:00:12.243Z
371,2014-09-08T04:00:12.276Z
372,2014-09-08T04:00:12.309Z
373,2014-09-08T04:00:12.342Z
374,2014-09-08T04:00:12.375Z
375,2014-09-08T04:00:12.408Z
376,2014-09-08T04:00:12.441Z
377,2014-09-08T04:00:12.474Z
378,2014-09-08T04:00:12.507Z
379,2014-09-08T04:00:12.540Z
380,2014-09-08T04:00:12.573Z
381,2014-09-08T04:00:12.606Z
382,2014-09-08T04:00:12.639Z
383,2014-09-08T04:00:12.672Z
384,2014-09-08T04:00:12.705Z
385,2014-09-08T04:00:12.738Z
386,2014-09-08T04:00:12.771Z
387,2014-09-08T04:00:12.804Z
388,2014-09-08T04:00:12.837Z
389,2014-09-08T04:00:12.870Z
390,2014-09-08T04:00:12.903Z
391,2014-09-08T04:00:12.936Z
392,2014-09-08T04:00:12.969Z
393,2014-09-08T04:00:13.002Z
394,2014-09-08T04:00:13.035Z
395,2014-09-08T04:00:13.068Z
396,2014-09-08T04:00:13.101Z
397,2014-09-08T04:00:13.134Z
398,2014-09-08T04:00:13.167Z
399,2014-09-08T04:00:13.200Z
400,2014-09-08T04:00:13.233Z
401,2014-09-08T04:00:13.266Z
402,2014-09-08T04:00:13.299Z
403,2014-09-08T04:00:13.332Z
404,2014-09-08T04:00:13.365Z
405,2014-09-08T04:00:13.398Z
406,2014-09-08T04:00:13.431Z
407,2014-09-08T04:00:13.464Z
408,2014-09-08T04:00:13.497Z
409,2014-09-08T04:00:13.530Z
410,2014-09-08T04:00:13.563Z
411,2014-09-08T04:00:13.596Z
412,2014-09-08T04:00:13.629Z
413,2014-09-08T04:00:13.662Z
414,2014-09-08T04:00:13.695Z
415,2014-09-08T04:00:13.728Z
416,2014-09-08T04:00:13.761Z
417,2014-09-08T04:00:13.794Z
418,2014-09-08T04:00:13.827Z
419,2014-09-08T04:00:13.860Z
420,2014-09-08T04:00:13.893Z
421,2014-09-08T04:00:13.926Z
422,2014-09-08T04:00:13.959Z
423,2014-09-08T04:00:13.992Z
424,2014-09-08T04:00:14.025Z
425,2014-09-08T04:00:14.058Z
426,2014-09-08T04:00:14.091Z
427,2014-09-08T04:00:14.124Z
428,2014-09-08T04:00:14.157Z
429,2014-09-08T04:00:14.190Z
430,2014-09-08T04:00:14.223Z
431,2014-09-08T04:00:14.256Z
432,2014-09-08T04:00:14.289Z
433,2014-09-08T04:00:14.322Z
434,2014-09-08T04:00:14.355Z
435,2014-09-08T04:00:14.388Z
436,2014-09-08T04:00:14.421Z
437,2014-09-08T04:00:14.454Z
438,2014-09-08T04:00:14.487Z
439,2014-09-08T04:00:14.520Z
440,2014-09-08T04:00:14.553Z
441,2014-09-08T04:00:14.586Z
442,2014-09-08T04:00:14.619Z
443,2014-09-08T04:00:14.652Z
444,2014-09-08T04:00:14.685Z
445,2014-09-08T04:00:14.718Z
446,2014-09-08T04:00:14.751Z
447,2014-09-08T04:00:14.784Z
448,2014-09-08T04:00:14.817Z
449,2014-09-08T04:00:14.850Z
450,2014-09-08T04:00:14.883Z
451,2014-09-08T04:00:14.916Z
452,2014-09-08T04:00:14.949Z
453,2014-09-08T04:00:14.982Z
454,2014-09-08T04:00:15.015Z
455,2014-09-08T04:00:15.048Z
456,2014-09-08T04:00:15.081Z
457,2014-09-08T04:00:15.114Z
458,2014-09-08T04:00:15.147Z
459,2014-09-08T04:00:15.180Z
460,2014-09-08T04:00:15.213Z
461,2014-09-08T04:00:15.246Z
462,2014-09-08T04:00:15.279Z
463,2014-09-08T04:00:15.312Z
464,2014-09-08T04:00:15.345Z
465,2014-09-08T04:00:15.378Z
466,2014-09-08T04:00:15.411Z
467,2014-09-08T04:00:15.444Z
468,2014-09-08T04:00:15.477Z
469,2014-09-08T04:00:15.510Z
470,2014-09-08T04:00:15.543Z
471,2014-09-08T04:00:15.576Z
472,2014-09-08T04:00:15.609Z
473,2014-09-08T04:00:15.642Z
474,2014-09-08T04:00:15.675Z
475,2014-09-08T04:00:15.708Z
476,2014-09-08T04:00:15.741Z
477,2014-09-08T04:00:15.774Z
478,2014-09-08T04:00:15.807Z
479,2014-09-08T04:00:15.840Z
480,2014-09-08T04:00:15.873Z
481,2014-09-08T04:00:15.906Z
482,2014-09-08T04:00:15.939Z
483,2014-09-08T04:00:15.972Z
484,2014-09-08T04:00:16.005Z
485,2014-09-08T04:00:16.038Z
486,2014-09-08T04:00:16.071Z
487,2014-09-08T04:00:16.104Z
488,2014-09-08T04:00:16.137Z
489,2014-09-08T04:00:16.170Z
490,2014-09-08T04:00:16.203Z
491,2014-09-08T04:00:16.236Z
492,2014-09-08T04:00:16.269Z
493,2014-09-08T04:00:16.302Z
494,2014-09-08T04:00:16.335Z
495,2014-09-08T04:00:16.368Z
496,2014-09-08T04:00:16.401Z
497,2014-09-08T04:00:16.434Z
498,2014-09-08T04:00:16.467Z
499,2014-09-08T04:00:16.500Z
500,2014-09-08T04:00:16.533Z
501,2014-09-08T04:00:16.566Z
502,2014-09-08T04:00:16.599Z
503,2014-09-08T04:00:16.632Z
504,2014-09-08T04:00:16.665Z
505,2014-09-08T04:00:16.698Z
506,2014-09-08T04:00:16.731Z
507,2014-09-08T04:00:16.764Z
508,2014-09-08T04:00:16.797Z
509,2014-09-08T04:00:16.830Z
510,2014-09-08T04:00:16.863Z
511,2014-09-08T04:00:16.896Z
512,2014-09-08T04:00:16.929Z
513,2014-09-08T04:00:16.962Z
514,2014-09-08T04:00:16.995Z
515,2014-09-08T04:00:17.028Z
516,2014-09-08T04:00:17.061Z
517,2014-09-08T04:00:17.094Z
518,2014-09-08T04:00:17.127Z
519,2014-09-08T04:00:17.160Z
520,2014-09-08T04:00:17.193Z
521,2014-09-08T04:00:17.226Z
522,2014-09-08T04:00:17.259Z
523,2014-09-08T04:00:17.292Z
524,2014-09-08T04:00:17.325Z
525,2014-09-08T04:00:17.358Z
526,2014-09-08T04:00:17.391Z
527,2014-09-08T04:00:17.424Z
528,2014-09-08T04:00:17.457Z
529,2014-09-08T04:00:17.490Z
530,2014-09-08T04:00:17.523Z
531,2014-09-08T04:00:17.556Z
532,2014-09-08T04:00:17.589Z
533,2014-09-08T04:00:17.622Z
534,2014-09-08T04:00:17.655Z
535,2014-09-08T04:00:17.688Z
536,2014-09-08T04:00:17.721Z
537,2014-09-08T04:00:17.754Z
538,2014-09-08T04:00:17.787Z
539,2014-09-08T04:00:17.820Z
540,2014-09-08T04:00:17.853Z
541,2014-09-08T04:00:17.886Z
542,2014-09-08T04:00:17.919Z
543,2014-09-08T04:00:17.952Z
544,2014-09-08T04:00:17.985Z
545,2014-09-08T04:00:18.018Z
546,2014-09-08T04:00:18.051Z
547,2014-09-08T04:00:18.084Z
548,2014-09-08T04:00:18.117Z
549,2014-09-08T04:00:18.150Z
550,2014-09-08T04:00:18.183Z
551,2014-09-08T04:00:18.216Z
552,2014-09-08T04:00:18.249Z
553,2014-09-08T04:00:18.282Z
554,2014-09-08T04:00:18.315Z
555,2014-09-08T04:00:18.348Z
556,2014-09-08T04:00:18.381Z
557,2014-09-08T04:00:18.414Z
558,2014-09-08T04:00:18.447Z
559,2014-09-08T04:00:18.480Z
560,2014-09-08T04:00:18.513Z
561,2014-09-08T04:00:18.546Z
562,2014-09-08T04:00:18.579Z
563,2014-09-08T04:00:18.612Z
564,2014-09-08T04:00:18.645Z
565,2014-09-08T04:00:18.678Z
566,2014-09-08T04:00:18.711Z
567,2014-09-08T04:00:18.744Z
568,2014-09-08T04:00:18.777Z
569,2014-09-08T04:00:18.810Z
570,2014-09-08T04:00:18.843Z
571,2014-09-08T04:00:18.876Z
572,2014-09-08T04:00:18.909Z
573,2014-09-08T04:00:18.942Z
574,2014-09-08T04:00:18.975Z
575,2014-09-08T04:00:19.008Z
576,2014-09-08T04:00:19.041Z
577,2014-09-08T04:00:19.074Z
578,2014-09-08T04:00:19.107Z
579,2014-09-08T04:00:19.140Z
580,2014-09-08T04:00:19.173Z
581,2014-09-08T04:00:19.206Z
582,2014-09-08T04:00:19.239Z
583,2014-09-08T04:00:19.272Z
584,2014-09-08T04:00:19.305Z
585,2014-09-08T04:00:19.338Z
586,2014-09-08T04:00:19.371Z
587,2014-09-08T04:00:19.404Z
588,2014-09-08T04:00:19.437Z
589,2014-09-08T04:00:19.470Z
590,2014-09-08T04:00:19.503Z
591,2014-09-08T04:00:19.536Z
592,2014-09-08T04:00:19.569Z
593,2014-09-08T04:00:19.602Z
594,2014-09-08T04:00:19.635Z
595,2014-09-08T04:00:19.668Z
596,2014-09-08T04:00:19.701Z
597,2014-09-08T04:00:19.734Z
598,2014-09-08T04:00:19.767Z
599,2014-09-08T04:00:19.800Z
600,2014-09-08T04:00:19.833Z
601,2014-09-08T04:00:19.866Z
602,2014-09-08T04:00:19.899Z
603,2014-09-08T04:00:19.932Z
604,2014-09-08T04:00:19.965Z
605,2014-09-08T04:00:19.998Z
606,2014-09-08T04:00:20.031Z
607,2014-09-08T04:00:20.064Z
608,2014-09-08T04:00:20.097Z
609,2014-09-08T04:00:20.130Z
610,2014-09-08T04:00:20.163Z
611,2014-09-08T04:00:20.196Z
612,2014-09-08T04:00:20.229Z
613,2014-09-08T04:00:20.262Z
